+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                       description                                                                                                        |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Vandalism took place at 12:04. No known witnesses.                                                                                                                                                                       |
| Shoplifting took place at 03:01. Two people witnessed the event.                                                                                                                                                         |
| Theft of the CS50 duck took place at 10:15am at the Humphrey Street bakery. Interviews were conducted today with three witnesses who were present at the time – each of their interview transcripts mentions the bakery. |
| Money laundering took place at 20:30. No known witnesses.                                                                                                                                                                |
| Littering took place at 16:36. No known witnesses.                                                                                                                                                                       |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+---------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|  name   |                                                                                                                                                     transcript                                                                                                                                                      |
+---------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Ruth    | Sometime within ten minutes of the theft, I saw the thief get into a car in the bakery parking lot and drive away. If you have security footage from the bakery parking lot, you might want to look for cars that left the parking lot in that time frame.                                                          |
| Eugene  | I don't know the thief's name, but it was someone I recognized. Earlier this morning, before I arrived at Emma's bakery, I was walking by the ATM on Leggett Street and saw the thief there withdrawing some money.                                                                                                 |
| Raymond | As the thief was leaving the bakery, they called someone who talked to them for less than a minute. In the call, I heard the thief say that they were planning to take the earliest flight out of Fiftyville tomorrow. The thief then asked the person on the other end of the phone to purchase the flight ticket. |
+---------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+-----+------+-------+-----+------+--------+----------+---------------+
| id  | year | month | day | hour | minute | activity | license_plate |
+-----+------+-------+-----+------+--------+----------+---------------+
| 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       |
| 261 | 2021 | 7     | 28  | 10   | 18     | exit     | 94KL13X       |
| 262 | 2021 | 7     | 28  | 10   | 18     | exit     | 6P58WS2       |
| 263 | 2021 | 7     | 28  | 10   | 19     | exit     | 4328GD8       |
| 264 | 2021 | 7     | 28  | 10   | 20     | exit     | G412CB7       |
| 265 | 2021 | 7     | 28  | 10   | 21     | exit     | L93JTIZ       |
| 266 | 2021 | 7     | 28  | 10   | 23     | exit     | 322W7JE       |
| 267 | 2021 | 7     | 28  | 10   | 23     | exit     | 0NTHK55       |
+-----+------+-------+-----+------+--------+----------+---------------+
+---------+---------------+------+--------+
|  name   | license_plate | hour | minute |
+---------+---------------+------+--------+
| Vanessa | 5P2BI95       | 10   | 16     |
| Bruce   | 94KL13X       | 10   | 18     |
| Barry   | 6P58WS2       | 10   | 18     |
| Luca    | 4328GD8       | 10   | 19     |
| Sofia   | G412CB7       | 10   | 20     |
| Iman    | L93JTIZ       | 10   | 21     |
| Diana   | 322W7JE       | 10   | 23     |
| Kelsey  | 0NTHK55       | 10   | 23     |
+---------+---------------+------+--------+
+-----+----------------+------+-------+-----+----------------+------------------+--------+
| id  | account_number | year | month | day |  atm_location  | transaction_type | amount |
+-----+----------------+------+-------+-----+----------------+------------------+--------+
| 246 | 28500762       | 2021 | 7     | 28  | Leggett Street | withdraw         | 48     |
| 264 | 28296815       | 2021 | 7     | 28  | Leggett Street | withdraw         | 20     |
| 266 | 76054385       | 2021 | 7     | 28  | Leggett Street | withdraw         | 60     |
| 267 | 49610011       | 2021 | 7     | 28  | Leggett Street | withdraw         | 50     |
| 269 | 16153065       | 2021 | 7     | 28  | Leggett Street | withdraw         | 80     |
| 275 | 86363979       | 2021 | 7     | 28  | Leggett Street | deposit          | 10     |
| 288 | 25506511       | 2021 | 7     | 28  | Leggett Street | withdraw         | 20     |
| 313 | 81061156       | 2021 | 7     | 28  | Leggett Street | withdraw         | 30     |
| 336 | 26013199       | 2021 | 7     | 28  | Leggett Street | withdraw         | 35     |
+-----+----------------+------+-------+-----+----------------+------------------+--------+
+-----+----------------+------+-------+-----+----------------+------------------+--------+---------+
| id  | account_number | year | month | day |  atm_location  | transaction_type | amount |  name   |
+-----+----------------+------+-------+-----+----------------+------------------+--------+---------+
| 267 | 49610011       | 2021 | 7     | 28  | Leggett Street | withdraw         | 50     | Bruce   |
| 336 | 26013199       | 2021 | 7     | 28  | Leggett Street | withdraw         | 35     | Diana   |
| 269 | 16153065       | 2021 | 7     | 28  | Leggett Street | withdraw         | 80     | Brooke  |
| 264 | 28296815       | 2021 | 7     | 28  | Leggett Street | withdraw         | 20     | Kenny   |
| 288 | 25506511       | 2021 | 7     | 28  | Leggett Street | withdraw         | 20     | Iman    |
| 246 | 28500762       | 2021 | 7     | 28  | Leggett Street | withdraw         | 48     | Luca    |
| 266 | 76054385       | 2021 | 7     | 28  | Leggett Street | withdraw         | 60     | Taylor  |
| 313 | 81061156       | 2021 | 7     | 28  | Leggett Street | withdraw         | 30     | Benista |
+-----+----------------+------+-------+-----+----------------+------------------+--------+---------+
+-----+----------------+----------------+------+-------+-----+----------+
| id  |     caller     |    receiver    | year | month | day | duration |
+-----+----------------+----------------+------+-------+-----+----------+
| 211 | (336) 555-0077 | (098) 555-1164 | 2021 | 7     | 28  | 318      |
| 212 | (918) 555-5327 | (060) 555-2489 | 2021 | 7     | 28  | 146      |
| 213 | (491) 555-2505 | (478) 555-1565 | 2021 | 7     | 28  | 241      |
| 214 | (996) 555-8899 | (059) 555-4698 | 2021 | 7     | 28  | 142      |
| 215 | (704) 555-5790 | (772) 555-5770 | 2021 | 7     | 28  | 200      |
| 216 | (984) 555-5921 | (618) 555-9856 | 2021 | 7     | 28  | 546      |
| 217 | (579) 555-5030 | (971) 555-6468 | 2021 | 7     | 28  | 421      |
| 218 | (233) 555-0473 | (831) 555-0973 | 2021 | 7     | 28  | 113      |
| 219 | (293) 555-1469 | (749) 555-4874 | 2021 | 7     | 28  | 195      |
| 220 | (450) 555-8297 | (771) 555-7880 | 2021 | 7     | 28  | 298      |
| 221 | (130) 555-0289 | (996) 555-8899 | 2021 | 7     | 28  | 51       |
| 222 | (209) 555-7806 | (693) 555-7986 | 2021 | 7     | 28  | 487      |
| 223 | (918) 555-2946 | (006) 555-0505 | 2021 | 7     | 28  | 359      |
| 224 | (499) 555-9472 | (892) 555-8872 | 2021 | 7     | 28  | 36       |
| 225 | (669) 555-6918 | (914) 555-5994 | 2021 | 7     | 28  | 233      |
| 226 | (547) 555-8781 | (398) 555-1013 | 2021 | 7     | 28  | 272      |
| 227 | (544) 555-8087 | (389) 555-5198 | 2021 | 7     | 28  | 595      |
| 228 | (666) 555-5774 | (125) 555-8030 | 2021 | 7     | 28  | 326      |
| 229 | (047) 555-0577 | (059) 555-4698 | 2021 | 7     | 28  | 379      |
| 230 | (301) 555-4174 | (711) 555-3007 | 2021 | 7     | 28  | 583      |
| 231 | (801) 555-9266 | (984) 555-5921 | 2021 | 7     | 28  | 148      |
| 232 | (971) 555-6468 | (267) 555-2761 | 2021 | 7     | 28  | 149      |
| 233 | (367) 555-5533 | (375) 555-8161 | 2021 | 7     | 28  | 45       |
| 234 | (609) 555-5876 | (389) 555-5198 | 2021 | 7     | 28  | 60       |
| 235 | (357) 555-0246 | (502) 555-6712 | 2021 | 7     | 28  | 305      |
| 236 | (367) 555-5533 | (344) 555-9601 | 2021 | 7     | 28  | 120      |
| 237 | (394) 555-3247 | (035) 555-2997 | 2021 | 7     | 28  | 111      |
| 238 | (839) 555-1757 | (487) 555-5865 | 2021 | 7     | 28  | 278      |
| 239 | (770) 555-1196 | (324) 555-0416 | 2021 | 7     | 28  | 527      |
| 240 | (636) 555-4198 | (670) 555-8598 | 2021 | 7     | 28  | 69       |
| 241 | (068) 555-0183 | (770) 555-1861 | 2021 | 7     | 28  | 371      |
| 242 | (711) 555-3007 | (113) 555-7544 | 2021 | 7     | 28  | 157      |
| 243 | (060) 555-2489 | (204) 555-4136 | 2021 | 7     | 28  | 510      |
| 244 | (704) 555-2131 | (891) 555-5672 | 2021 | 7     | 28  | 103      |
| 245 | (367) 555-5533 | (022) 555-4052 | 2021 | 7     | 28  | 241      |
| 246 | (873) 555-3868 | (047) 555-0577 | 2021 | 7     | 28  | 109      |
| 247 | (867) 555-9103 | (068) 555-0183 | 2021 | 7     | 28  | 116      |
| 248 | (608) 555-9302 | (725) 555-3243 | 2021 | 7     | 28  | 280      |
| 249 | (901) 555-8732 | (491) 555-2505 | 2021 | 7     | 28  | 451      |
| 250 | (478) 555-1565 | (717) 555-1342 | 2021 | 7     | 28  | 573      |
| 251 | (499) 555-9472 | (717) 555-1342 | 2021 | 7     | 28  | 50       |
| 252 | (695) 555-0348 | (338) 555-6650 | 2021 | 7     | 28  | 383      |
| 253 | (696) 555-9195 | (258) 555-5627 | 2021 | 7     | 28  | 525      |
| 254 | (286) 555-6063 | (676) 555-6554 | 2021 | 7     | 28  | 43       |
| 255 | (770) 555-1861 | (725) 555-3243 | 2021 | 7     | 28  | 49       |
| 256 | (711) 555-3007 | (147) 555-6818 | 2021 | 7     | 28  | 358      |
| 257 | (725) 555-4692 | (821) 555-5262 | 2021 | 7     | 28  | 456      |
| 258 | (324) 555-0416 | (452) 555-8550 | 2021 | 7     | 28  | 328      |
| 259 | (234) 555-1294 | (772) 555-5770 | 2021 | 7     | 28  | 573      |
| 260 | (669) 555-6918 | (971) 555-6468 | 2021 | 7     | 28  | 67       |
| 261 | (031) 555-6622 | (910) 555-3251 | 2021 | 7     | 28  | 38       |
| 262 | (342) 555-9260 | (219) 555-0139 | 2021 | 7     | 28  | 404      |
| 263 | (342) 555-9260 | (487) 555-5865 | 2021 | 7     | 28  | 560      |
| 264 | (801) 555-9266 | (608) 555-9302 | 2021 | 7     | 28  | 425      |
| 265 | (398) 555-1013 | (329) 555-5870 | 2021 | 7     | 28  | 237      |
| 266 | (016) 555-9166 | (336) 555-0077 | 2021 | 7     | 28  | 88       |
| 267 | (594) 555-2863 | (491) 555-2505 | 2021 | 7     | 28  | 361      |
| 268 | (122) 555-4581 | (831) 555-0973 | 2021 | 7     | 28  | 491      |
